id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.675,1.3375,0.4125,35.25260325,15.37960375,6.973977,11.4815475,12.0
315,F,1.6125,1.2625,0.3875,40.61065875,20.48251375,7.087375,9.4970825,9.0
316,M,1.525,1.2,0.4125,32.545226,15.46465225,7.27164675,8.221355,10.0
317,M,1.4375,1.1125,0.35,25.3728025,9.31281075,5.8683465,7.7961125,12.0
318,I,0.55,0.375,0.1,1.31825175,0.4819415,0.340194,0.4252425,4.0
319,M,1.4,1.075,0.3375,22.41027975,10.70193625,4.63514325,6.9456275,8.0
320,I,1.325,1.0125,0.3375,19.17843675,8.561549,3.95475525,5.20213325,8.0
321,I,1.1875,0.9125,0.2625,14.35902175,6.577084,2.5231055,3.75630875,6.0
322,I,0.6375,0.475,0.175,2.26796,0.97805775,0.4252425,0.7087375,4.0
323,I,1.025,0.775,0.25,10.64523725,4.80524025,2.2963095,2.9766975,7.0
324,I,1.425,1.1125,0.3875,23.586784,9.62465525,4.706017,7.2291225,10.0
325,M,1.5625,1.0875,0.375,24.777463,10.4609655,6.05261825,6.80388,11.0
326,I,0.675,0.475,0.2,2.8066005,1.0489315,0.52446575,0.850485,6.0
327,I,1.2,0.925,0.2875,16.74037975,6.633783,3.52951275,3.96893,7.0
328,I,1.2125,0.925,0.3125,14.628342,6.50621025,2.891649,4.3941725,9.0
329,M,1.3125,1.025,0.375,23.09066775,9.99319875,5.20213325,6.80388,11.0
330,M,1.1875,0.9375,0.35,13.267566,6.76135575,3.01922175,4.37999775,7.0
331,F,1.425,1.1,0.3375,24.323871,14.18892475,4.86193925,5.2446575,8.0
332,F,1.5375,1.1875,0.4125,34.60056475,12.26115875,5.783298,11.90679,14.0
333,M,1.65,1.25,0.45,43.02036625,16.839603,12.47378,11.5949455,11.0
334,I,0.85,0.65,0.225,5.03203625,2.26796,1.14815475,1.5592225,6.0
335,F,1.2625,1.0,0.35,17.916884,7.5693165,4.252425,5.2446575,10.0
336,I,1.325,1.0625,0.3625,21.659018,10.67358675,4.195726,5.82582225,8.0
337,I,1.425,1.125,0.4625,24.99008425,10.77281,5.54232725,7.2291225,8.0
338,M,1.3125,1.0375,0.325,22.15513425,7.92368525,4.26659975,7.37087,11.0
339,I,0.9,0.6625,0.225,5.06038575,2.45223175,1.190679,1.5592225,6.0
340,I,0.75,0.575,0.1875,5.0745605,1.99863975,1.247378,1.5592225,6.0
341,F,1.3125,1.225,0.4375,30.957654,10.9712565,6.64795775,8.9300925,11.0
342,I,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,5.0
343,M,1.2125,1.0,0.3,20.28406725,9.99319875,3.98310475,5.2446575,8.0
344,I,0.8875,0.6875,0.2625,6.64795775,2.84912475,1.37495075,2.4097075,7.0
345,I,0.5875,0.4375,0.0,1.814368,0.97805775,0.283495,0.60951425,5.0
346,M,1.575,1.225,0.425,33.26813825,13.79203175,7.10154975,8.0796075,11.0
347,I,1.1875,0.875,0.3125,13.210867,5.613201,2.8066005,4.3941725,10.0
348,I,0.7,0.5125,0.175,2.0695135,0.8788345,0.60951425,0.850485,6.0
349,M,1.2875,0.9875,0.3375,18.313777,7.824462,4.309124,6.3786375,12.0
350,F,1.725,1.3625,0.5,50.53298375,16.96717575,9.17106325,14.0330025,11.0
351,I,1.4125,1.1,0.375,24.59319125,10.44679075,4.86193925,7.78193775,9.0
352,F,1.4375,1.125,0.425,24.097075,10.61688775,4.762716,6.3786375,12.0
353,I,1.0125,0.75,0.225,8.5898985,4.195726,1.82854275,2.28213475,6.0
354,I,0.925,0.6875,0.2375,6.39281225,2.83495,1.4458245,1.984465,7.0
355,M,1.5125,1.15,0.3875,35.50774875,15.3370795,8.66077225,7.72523875,14.0
356,I,0.6875,0.5125,0.1875,3.64291075,1.14815475,0.58116475,0.850485,5.0
357,M,1.425,1.1375,0.375,27.08794725,9.695529,4.706017,8.3631025,14.0
358,I,1.0625,0.8125,0.3125,10.33339275,4.46504625,2.041164,2.9766975,7.0
359,M,1.55,1.2125,0.4125,32.034935,16.726205,6.2652395,8.50485,10.0
360,F,1.8125,1.4125,0.4875,47.513762,18.9091165,11.8784405,14.9827108,14.0
361,F,1.5625,1.225,0.4125,36.7126025,16.612807,7.9095105,9.4970825,9.0
362,M,1.375,1.075,0.3125,21.87163925,10.3475675,4.5075705,5.9250455,9.0
363,M,1.675,1.35,0.45,46.379782,20.2131935,10.149121,13.324265,11.0
364,I,1.25,0.9625,0.35,16.40018575,5.74077375,2.948348,5.386405,14.0
365,F,1.2125,0.975,0.4,13.8062065,5.74077375,3.6003865,4.3941725,9.0
366,I,1.3,0.975,0.325,17.19397175,8.60407325,3.7137845,4.252425,8.0
367,F,1.5625,1.1875,0.475,33.57998275,12.2753335,6.917278,9.7805775,15.0
368,F,1.675,1.3125,0.4875,39.19318375,18.1153305,8.60407325,10.489315,9.0
369,M,1.2625,0.975,0.3125,15.5071765,7.030676,3.75630875,4.9611625,8.0
370,I,1.25,0.95,0.2875,16.51358375,7.10154975,3.01922175,4.9611625,8.0
371,M,1.55,1.2,0.4125,30.71668325,13.551061,6.747181,8.50485,8.0
372,I,0.8625,0.6375,0.225,5.783298,2.1829115,1.31825175,1.70097,6.0
373,I,1.3625,1.075,0.35,23.7285315,11.736693,4.8477645,6.6621325,10.0
374,I,1.25,0.9625,0.3125,16.896302,6.8322295,2.96252275,5.443104,8.0
375,F,1.0875,0.825,0.275,10.77281,4.26659975,2.65067825,2.9766975,10.0
376,F,1.3,1.0,0.3875,16.9813505,8.50485,4.195726,5.953395,13.0
377,M,1.45,1.1375,0.375,25.060958,8.15048125,5.556502,7.93786,10.0
378,F,1.6875,1.3375,0.5,43.0628905,17.463292,10.999606,13.4660125,12.0
379,I,1.05,0.8125,0.2625,11.21222725,5.34388075,2.778251,3.33106625,8.0
380,F,1.5,1.1875,0.4375,35.25260325,16.726205,7.8528115,9.2135875,8.0
381,I,1.3125,1.0625,0.375,22.4244545,10.9712565,4.91863825,6.0951425,9.0
382,I,1.05,0.8125,0.25,10.19164525,4.83358975,2.041164,2.9766975,7.0
383,F,1.6,1.25,0.4,39.859397,16.0174675,9.695529,10.489315,11.0
384,M,1.4,1.1125,0.3125,22.6796,9.62465525,4.3941725,6.520385,10.0
385,I,0.9,0.675,0.2125,5.5848515,2.0695135,1.28990225,1.8427175,6.0
386,I,1.05,0.8125,0.25,8.3064035,3.685435,1.757669,2.1262125,7.0
387,I,1.275,1.0,0.3125,18.6256215,8.26387925,4.479221,4.819415,9.0
388,M,1.55,1.2625,0.4375,36.230661,20.695135,8.5331995,9.7805775,8.0
389,M,1.6,1.25,0.425,37.98833,14.7133905,9.241937,10.0640725,12.0
390,F,1.5625,1.2,0.5,36.27318525,16.3576615,8.74582075,10.0640725,11.0
391,F,1.4125,1.1625,0.4125,29.49765475,11.15552825,6.860579,8.9300925,10.0
392,F,1.3625,1.0625,0.375,24.437269,8.845044,5.71242425,8.50485,13.0
393,F,1.025,0.8125,0.275,11.7650425,4.32329875,2.551455,3.685435,16.0
394,M,1.4375,1.125,0.3625,31.90736225,16.37183625,6.8889285,7.5126175,9.0
395,I,1.4,1.1,0.4,27.76833525,11.72251825,4.57844425,8.50485,13.0
396,M,1.7375,1.375,0.5375,52.900167,22.2543575,9.51125725,13.891255,10.0
397,I,1.275,0.9875,0.3125,18.10115575,8.34892775,3.98310475,5.386405,8.0
398,I,0.5125,0.325,0.1125,0.92135875,0.38271825,0.15592225,0.24097075,4.0
399,I,1.25,1.0,0.35,20.8935815,8.1930055,3.98310475,6.010094,12.0
400,I,1.2125,0.9375,0.3,16.4710595,8.1930055,2.891649,4.53592,8.0
401,M,1.425,1.1125,0.375,28.7180435,15.46465225,6.16601625,7.087375,10.0
402,M,1.3875,1.075,0.375,23.85610425,11.66581925,4.3374735,6.520385,10.0
403,F,1.125,0.85,0.3125,11.1413535,4.72019175,2.22543575,3.2601925,8.0
404,F,1.4125,1.125,0.425,26.08154,10.829509,5.00368675,7.37087,9.0
405,F,1.6125,1.3125,0.475,43.21881275,19.391058,8.0229085,11.623295,11.0
406,I,0.9375,0.7125,0.25,6.066793,2.62232875,1.17650425,1.984465,7.0
407,I,0.6375,0.4625,0.1125,1.77184375,0.7654365,0.510291,0.56699,5.0
408,M,1.6125,1.225,0.3625,32.10580875,13.25339125,5.783298,10.20582,11.0
409,F,1.275,1.0,0.3875,20.93610575,7.2858215,4.6209685,7.087375,12.0
410,F,1.5625,1.225,0.35,28.76056775,13.60776,5.159609,8.1930055,11.0
411,I,0.875,0.625,0.175,4.97533725,2.2963095,0.86465975,1.13398,6.0
412,M,1.4625,1.15,0.3625,29.21415975,13.551061,6.13766675,8.3631025,10.0
413,F,1.575,1.2625,0.4125,34.03357475,16.4710595,7.41339425,8.50485,11.0
414,F,1.7,1.35,0.45,48.00987825,12.8423235,10.9712565,13.891255,13.0
415,I,1.275,0.9875,0.3125,18.4555245,8.94426725,2.778251,4.6776675,9.0
416,I,0.85,0.6375,0.2,5.06038575,2.25378525,0.86465975,1.417475,6.0
417,I,0.9375,0.6875,0.2375,6.95980225,3.118445,1.247378,1.927766,8.0
418,F,1.4375,1.1125,0.3375,23.530085,9.85145125,4.86193925,7.3425205,10.0
419,I,0.8625,0.675,0.2125,5.0745605,2.551455,1.48834875,1.5592225,6.0
420,M,1.65,1.3125,0.4875,37.57726225,14.968536,9.015141,12.757275,16.0
421,I,0.975,0.7375,0.25,7.49844275,3.3168915,1.4458245,2.26796,6.0
422,I,1.4375,1.075,0.3125,22.8780465,10.56018875,4.86193925,6.0951425,9.0
423,I,1.5,1.175,0.45,29.5685285,11.793392,7.7961125,8.6465975,17.0
424,M,1.3625,1.0875,0.35,20.70930975,9.6671795,4.5642695,6.23689,11.0
425,M,1.775,1.375,0.5375,53.070264,25.3161035,12.57300325,14.21727425,13.0
426,F,1.425,1.1625,0.375,28.98736375,11.056305,5.93922025,8.3631025,14.0
427,I,0.875,0.6625,0.225,6.0951425,2.59397925,1.5592225,1.8427175,7.0
428,M,1.7375,1.325,0.4375,53.4388075,25.004259,10.87203325,12.190285,10.0
429,M,1.5375,1.25,0.475,36.967748,16.8112535,8.164656,10.3475675,12.0
430,M,1.3875,1.05,0.3375,23.85610425,11.49572225,4.8477645,6.3786375,6.0
431,F,1.6875,1.35,0.4125,39.519203,15.5071765,9.39785925,11.3398,12.0
432,F,1.4625,1.125,0.4125,27.99513125,10.432616,6.13766675,9.07184,11.0
433,M,1.25,1.05,0.35,21.602319,7.24329725,4.43669675,6.23689,16.0
434,I,0.8125,0.6,0.2,4.60679375,1.99863975,1.09145575,1.70097,6.0
435,I,1.175,0.9375,0.2625,13.777857,5.96756975,2.93417325,4.35164825,8.0
436,I,1.2125,0.875,0.3125,12.85649825,5.046211,2.9766975,4.3941725,9.0
437,M,1.775,1.3875,0.4875,58.7685135,22.80717275,12.94154675,14.74174,13.0
438,M,1.7375,1.4125,0.5625,64.4384135,22.80717275,11.60912025,18.8524175,15.0
439,I,1.45,1.05,0.35,21.95668775,8.845044,4.26659975,7.5126175,13.0
440,M,1.45,1.15,0.35,31.19862475,11.35397475,6.4920355,8.3631025,17.0
441,F,1.6,1.2625,0.475,41.91473575,12.82814875,10.6310625,12.3320325,16.0
442,M,1.575,1.15,0.4125,31.22697425,13.777857,7.7961125,8.3631025,11.0
443,F,1.4,1.1,0.35,23.88445375,10.56018875,5.51397775,7.1724235,8.0
444,I,1.175,0.875,0.25,13.11164375,5.5281525,3.33106625,3.8271825,7.0
445,M,1.3,1.0,0.3375,21.659018,9.525432,4.43669675,6.23689,16.0
446,F,1.3375,1.0875,0.425,22.0275615,8.46232575,5.14543425,7.087375,13.0
447,M,1.3125,1.0,0.3375,18.80989325,7.994559,5.556502,5.6699,8.0
448,F,1.4875,1.15,0.3875,23.51591025,9.99319875,4.63514325,7.2291225,13.0
449,M,1.4625,1.15,0.3625,24.153774,9.3269855,5.8116475,7.5126175,9.0
450,F,1.525,1.1875,0.4375,28.576296,11.5949455,5.82582225,9.07184,13.0
451,I,0.7125,0.525,0.1625,2.8632995,1.1623295,0.52446575,0.850485,5.0
452,M,1.5375,1.175,0.4125,34.37376875,17.67591325,7.64019025,7.6260155,9.0
453,M,1.2625,1.0,0.4,24.7491135,9.87980075,4.89028875,8.50485,16.0
454,F,1.6375,1.275,0.4125,38.00250475,19.46193175,8.3064035,8.8733935,11.0
455,F,1.4625,1.1375,0.425,30.09299425,14.004653,6.39281225,8.20718025,9.0
456,F,1.6,1.2875,0.4,41.23434775,16.44271,11.07047975,11.3681495,12.0
457,F,1.6875,1.3125,0.4125,41.7588135,19.391058,9.525432,11.453198,12.0
458,F,1.2625,0.9625,0.3625,16.40018575,8.68912175,3.3735905,5.2446575,8.0
459,M,1.4375,1.15,0.4,23.9553275,10.035723,5.6415505,6.520385,9.0
460,F,1.5625,1.225,0.3875,34.8415355,15.025235,7.98038425,7.767763,9.0
461,I,1.1625,0.875,0.3375,12.5588285,5.71242425,2.8066005,4.3941725,9.0
462,I,0.7375,0.575,0.1875,4.2807745,1.71514475,0.80796075,1.2757275,7.0
463,I,1.45,1.075,0.35,22.622901,10.02154825,4.15320175,6.87475375,9.0
464,F,1.7625,1.4125,0.45,53.4388075,24.73493875,11.94931425,14.17475,10.0
465,I,1.2625,0.9375,0.2875,15.09610875,7.3425205,3.64291075,4.1106775,9.0
466,M,1.575,1.225,0.4125,29.086587,14.6566915,6.98815175,8.788345,11.0
467,F,1.2875,0.975,0.3875,22.66542525,8.674947,5.0745605,7.087375,13.0
468,F,1.65,1.3125,0.5125,42.354153,15.52135125,8.391452,14.74174,20.0
469,M,1.5125,1.225,0.3875,31.694741,14.2597985,7.41339425,8.0796075,11.0
470,M,1.3,1.0,0.325,20.08562075,7.994559,4.2240755,6.3786375,13.0
471,F,1.1875,0.9125,0.275,14.18892475,6.73300625,2.8066005,3.96893,10.0
472,F,1.6375,1.3125,0.425,38.82464025,18.86659225,8.7599955,11.3114505,11.0
473,I,0.725,0.5625,0.1625,3.6003865,1.65844575,0.72291225,1.1623295,6.0
474,I,1.4625,1.1375,0.3875,29.8520235,13.02659525,6.123492,8.50485,10.0
475,I,1.0125,0.75,0.225,8.63242275,3.41611475,1.8994165,2.551455,7.0
476,I,1.0625,0.8125,0.25,10.02154825,4.46504625,2.041164,2.9766975,7.0
477,I,0.475,0.3625,0.1,1.077281,0.46776675,0.18427175,0.4252425,4.0
478,M,1.5125,1.1875,0.4375,32.89959475,16.9813505,7.47009325,9.4970825,10.0
479,F,1.5,1.175,0.3875,31.18445,11.8217415,6.30776375,10.77281,10.0
480,M,1.575,1.225,0.4125,30.57493575,13.154168,6.27941425,9.48290775,13.0
481,I,1.125,0.875,0.2625,13.8062065,6.3786375,3.3168915,4.1106775,7.0
482,I,1.075,0.8625,0.275,11.01378075,4.9611625,2.48058125,3.8271825,7.0
483,F,1.425,1.125,0.3625,26.12406425,10.41844125,5.76912325,6.23689,12.0
484,I,0.8625,0.675,0.225,5.31553125,1.757669,1.1056305,1.5592225,6.0
485,I,1.3125,1.025,0.35,16.782904,6.47786075,4.15320175,6.6621325,13.0
486,I,1.3625,1.0625,0.35,24.153774,9.8372765,5.08873525,7.7961125,17.0
487,I,0.9375,0.725,0.2,7.72523875,3.2601925,1.77184375,1.871067,5.0
488,M,1.175,0.9,0.3,15.5071765,6.16601625,3.6003865,4.706017,9.0
489,M,1.6375,1.2875,0.425,38.8104655,17.916884,7.07320025,9.0434905,9.0
490,M,1.525,1.2125,0.3625,30.0221205,14.4865945,6.80388,7.5126175,9.0
491,I,1.0375,0.7625,0.2,9.752228,4.46504625,2.08368825,2.494756,6.0
492,M,1.375,1.0875,0.4125,25.58542375,9.7805775,5.48562825,7.37087,8.0
493,M,1.2375,0.9875,0.3125,16.2442635,6.7188315,3.2601925,5.2446575,10.0
494,I,1.2875,0.975,0.2875,17.95940825,8.3064035,4.025629,5.06038575,8.0
495,M,1.7,1.375,0.5625,52.34735175,26.80445225,11.5382465,13.60776,11.0
496,F,1.2875,1.0,0.3375,20.9502805,9.2702865,4.422522,5.556502,10.0
497,I,0.7,0.525,0.15,2.28213475,1.13398,0.623689,0.793786,6.0
498,M,1.575,1.225,0.4125,32.2900805,15.35125425,7.89533575,8.788345,11.0
499,I,0.7625,0.5625,0.175,3.89805625,1.474174,0.793786,1.13398,7.0
500,I,0.9375,0.725,0.1875,6.30776375,2.6932025,1.077281,2.4097075,7.0
501,I,1.2875,0.9875,0.325,17.70426275,7.9662095,3.685435,4.9611625,9.0
502,M,1.775,1.375,0.425,46.13881125,24.7491135,11.07047975,12.6155275,9.0
503,F,1.2875,1.0375,0.35,17.7184375,8.34892775,3.86970675,4.9611625,11.0
504,I,0.725,0.55,0.2125,3.21766825,1.60174675,0.38271825,0.9922325,5.0
505,I,1.3125,1.0,0.35,21.0069795,9.808927,5.3580555,5.2446575,8.0
506,I,1.1875,0.9375,0.3,14.571643,6.13766675,2.6932025,5.2446575,8.0
507,F,1.5125,1.2125,0.3875,31.22697425,12.1619355,6.010094,9.8939755,15.0
508,I,1.25,0.9375,0.2875,14.35902175,6.293589,2.9766975,4.53592,9.0
509,M,1.5625,1.2125,0.3875,32.13415825,15.77649675,6.2085405,9.4970825,10.0
510,M,1.5125,1.2625,0.4125,32.16250775,14.92601175,7.55514175,8.3631025,10.0
511,F,1.4375,1.125,0.375,26.2799865,7.7961125,6.406987,9.2135875,13.0
512,M,1.5125,1.175,0.4,31.79396425,15.705623,7.9095105,8.15048125,10.0
513,M,1.4375,1.2,0.375,29.01571325,14.0330025,5.76912325,8.50485,10.0
514,M,1.25,0.9375,0.3125,16.4143605,7.824462,3.58621175,4.9611625,9.0
515,F,1.8,1.4,0.5125,49.59745025,22.5945515,13.60776,13.60776,11.0
516,I,0.525,0.375,0.1625,0.9922325,0.41106775,0.226796,0.283495,6.0
517,M,1.675,1.35,0.4625,39.405805,18.9091165,9.7238785,10.8011595,10.0
518,M,0.825,0.6375,0.2,4.6209685,2.4097075,0.97805775,1.70097,7.0
519,I,1.075,0.8125,0.25,9.25611175,4.63514325,2.5231055,2.83495,8.0
520,I,0.875,0.6375,0.2125,4.989512,1.871067,1.34660125,1.70097,6.0
521,F,1.6625,1.3125,0.425,39.745999,16.03164225,9.9506745,12.3320325,19.0
522,M,1.2375,0.9125,0.3125,15.3937785,5.499803,4.252425,4.9611625,11.0
523,I,1.3125,1.025,0.3125,17.293195,7.41339425,3.7137845,5.953395,8.0
524,F,1.675,1.225,0.425,38.82464025,17.93105875,7.29999625,13.097469,9.0
525,M,1.5625,1.2,0.4375,36.18347675,16.4143605,8.66077225,9.82310175,15.0
526,M,1.5,1.2,0.4125,32.1199835,16.499409,6.56290925,8.6465975,10.0
527,I,1.3125,1.0625,0.4125,23.43086175,11.8217415,4.5075705,6.3786375,9.0
528,I,0.9,0.65,0.25,8.71747125,3.98310475,1.51669825,1.8427175,6.0
529,I,0.875,0.6625,0.225,5.06038575,2.3530085,1.0489315,1.5592225,6.0
530,I,1.075,0.8125,0.25,9.17106325,4.46504625,1.91359125,2.9766975,7.0
531,F,1.55,1.2,0.3875,34.3879435,13.82038125,7.35669525,9.2135875,10.0
532,I,0.7,0.525,0.15,3.35941575,1.54504775,0.77961125,1.13398,5.0
533,M,1.475,1.125,0.375,24.84601025,9.56795625,4.06815325,8.788345,15.0
534,I,1.05,0.75,0.275,9.25611175,4.69184225,2.324659,2.9766975,6.0
535,I,1.125,0.8625,0.275,11.80756675,5.6699,2.4097075,3.8271825,7.0
536,I,1.1875,0.8875,0.275,12.813974,5.28718175,2.79242575,4.3941725,12.0
537,M,1.45,1.1,0.3,23.45921125,9.68135425,4.1106775,6.7755305,9.0
538,I,1.125,0.875,0.325,12.3320325,5.34388075,2.39553275,3.81300775,8.0
539,I,1.3875,1.1,0.35,22.75047375,8.91591775,4.57844425,6.6621325,10.0
540,M,1.5875,1.2625,0.4875,38.51279575,17.73261225,8.0229085,10.61688775,10.0
541,I,0.925,0.725,0.2625,7.98038425,3.515338,1.43164975,2.4097075,7.0
542,M,1.3125,1.0125,0.35,23.7852305,9.99319875,5.23048275,8.788345,18.0
543,I,1.375,1.125,0.3625,26.43590875,12.0485375,5.62737575,8.3631025,10.0
544,I,1.0875,0.8125,0.25,9.25611175,4.66349275,2.45223175,2.9766975,6.0
545,M,1.5875,1.2375,0.475,40.9083285,14.401546,8.80251975,13.04077,12.0
546,I,0.925,0.6875,0.225,6.87475375,2.891649,1.48834875,1.984465,6.0
547,F,1.375,1.0625,0.325,23.09066775,9.87980075,4.932813,6.520385,13.0
548,F,1.3125,1.0125,0.4,17.61921425,7.484268,4.15320175,5.5281525,9.0
549,F,1.775,1.375,0.4875,47.95317925,20.36911575,10.92873225,13.324265,11.0
550,F,1.5625,1.2,0.4,35.550273,16.48523425,7.66853975,9.07184,9.0
551,F,1.4,1.125,0.3125,26.32251075,11.736693,5.42892925,8.3631025,9.0
552,I,1.125,0.825,0.2875,15.49300175,8.60407325,2.70737725,3.6570855,7.0
553,F,1.2625,1.0,0.325,17.78931125,6.81805475,3.798833,5.953395,9.0
554,I,1.25,0.9625,0.3125,16.11669075,7.4559185,3.24601775,4.53592,8.0
555,M,1.4,1.1875,0.4375,27.91008275,11.0846545,7.427569,7.7961125,11.0
556,M,1.625,1.225,0.4125,37.1094955,15.478827,8.20718025,9.7805775,14.0
557,I,1.375,1.05,0.3875,23.7852305,10.77281,5.25883225,6.7755305,13.0
558,I,1.3125,1.0125,0.375,21.8007655,9.08601475,4.86193925,6.80388,9.0
559,F,1.6,1.1875,0.4375,32.6302745,11.3681495,8.164656,10.489315,16.0
560,I,1.3,1.0,0.3125,18.86659225,9.02931575,4.082328,5.2446575,8.0
561,I,0.8625,0.6375,0.2125,5.40057975,2.0128145,1.1056305,1.70097,6.0
562,M,1.375,1.0375,0.35,24.79163775,13.93377925,6.22271525,5.6699,10.0
563,I,0.775,0.5875,0.175,4.20990075,2.154562,0.94970825,1.20485375,6.0
564,I,1.25,1.025,0.325,18.01610725,7.8528115,4.01145425,5.953395,11.0
565,M,1.375,1.075,0.35,22.80717275,9.42620875,5.159609,6.23689,12.0
566,I,0.4,0.3125,0.0875,0.49611625,0.21262125,0.09922325,0.1417475,4.0
567,M,1.6,1.3,0.5,41.23434775,14.04717725,9.17106325,11.7650425,16.0
568,I,0.7375,0.5375,0.1875,3.67126025,1.417475,0.80796075,1.13398,5.0
569,F,1.5875,1.25,0.475,39.19318375,18.2287285,7.257472,10.77281,9.0
570,F,1.475,1.175,0.3875,28.67551925,12.1052365,6.7188315,8.6465975,11.0
571,I,0.45,0.3125,0.1,0.75126175,0.2551455,0.1417475,0.25932025,4.0
572,M,1.45,1.1125,0.3875,27.34309275,11.18387775,4.762716,7.5126175,8.0
573,F,1.2375,0.9625,0.3375,16.31513725,6.56290925,4.15320175,5.10291,11.0
574,M,1.375,1.0625,0.3625,25.231055,9.8372765,5.71242425,7.087375,9.0
575,M,1.475,1.2,0.3625,25.86891875,10.9145575,6.917278,7.654365,9.0
576,M,1.6,1.3125,0.425,42.82191975,19.504456,9.31281075,10.0640725,11.0
577,M,1.525,1.1625,0.3875,27.78251,11.679994,5.443104,8.0796075,10.0
578,M,1.5875,1.25,0.4375,36.61337925,16.51358375,8.448151,10.489315,11.0
579,F,1.5625,1.2125,0.4125,35.19590425,16.76872925,8.60407325,8.9300925,10.0
580,M,0.625,0.475,0.15,2.0695135,1.17650425,0.510291,0.6520385,4.0
581,M,1.55,1.2,0.4125,32.2333815,12.82814875,7.78193775,9.979024,12.0
582,F,1.5,1.1625,0.475,31.65221675,13.16834275,7.78193775,10.3475675,12.0
583,I,1.3125,1.1,0.3375,20.76600875,8.46232575,4.86193925,7.37087,15.0
584,I,0.6375,0.4625,0.1375,2.45223175,1.1056305,0.5953395,0.7087375,6.0
585,F,1.575,1.25,0.4,33.12639075,14.0897015,7.83863675,9.4970825,10.0
586,M,1.4375,1.125,0.3625,24.6357155,10.3475675,5.3013565,7.37087,18.0
587,I,0.8375,0.6625,0.1875,5.443104,2.22543575,0.97805775,1.587572,7.0
588,F,1.3125,1.025,0.325,21.50309575,9.1001895,4.63514325,5.9250455,9.0
589,M,1.6,1.225,0.4,33.622507,14.30232275,6.42116175,9.2135875,11.0
590,I,0.95,0.6875,0.2125,6.81805475,2.65067825,1.31825175,1.984465,6.0
591,M,1.4625,1.1625,0.4,26.23746225,10.149121,4.57844425,9.2135875,12.0
592,I,0.9125,0.675,0.2125,5.556502,2.48058125,0.97805775,1.7293195,8.0
593,F,1.5125,1.1625,0.475,31.3828965,11.396499,7.9095105,10.0640725,19.0
594,F,1.175,0.925,0.3125,14.38737125,5.273007,3.07592075,4.60679375,9.0
595,F,1.325,1.025,0.325,19.85882475,9.6104805,5.273007,4.9611625,8.0
596,I,1.3,1.0125,0.375,18.030282,7.93786,4.1106775,5.556502,8.0
597,F,1.5,1.1625,0.375,30.107169,14.911837,6.0384435,8.0796075,11.0
598,M,1.6625,1.3125,0.3875,38.6403685,14.72756525,8.66077225,11.41067375,11.0
599,M,1.5,1.1625,0.375,28.67551925,12.48795475,5.96756975,7.7961125,12.0
600,F,1.2875,1.0,0.3125,19.8163005,8.71747125,4.12485225,5.953395,9.0
601,F,1.575,1.225,0.425,34.68561325,15.762322,8.80251975,10.56018875,13.0
602,I,0.6875,0.5125,0.1625,2.608154,1.1623295,0.52446575,0.850485,5.0
603,M,1.325,1.025,0.325,20.1564945,8.7599955,4.32329875,5.10291,9.0
604,F,1.2875,1.0125,0.3625,18.18620425,7.257472,3.7704835,6.6621325,13.0
605,I,0.925,0.725,0.2375,7.98038425,4.082328,1.43164975,2.5798045,6.0
606,I,1.3375,1.05,0.3375,20.41164,9.82310175,4.26659975,5.00368675,8.0
607,F,1.5875,1.25,0.3875,34.3312445,17.463292,7.3992195,9.4970825,10.0
608,F,1.4,1.125,0.4,31.2694985,10.035723,6.67630725,9.525432,24.0
609,M,1.4875,1.1625,0.375,29.72445075,14.81261375,7.597666,7.654365,9.0
610,M,1.425,1.1125,0.3875,30.277266,14.911837,6.95980225,8.788345,12.0
611,F,1.1,0.875,0.2875,13.96212875,4.94698775,2.48058125,5.5281525,11.0
612,I,1.55,1.225,0.4125,33.55163325,16.499409,6.973977,8.9300925,8.0
613,F,1.1875,0.9,0.275,14.04717725,6.13766675,3.6003865,3.685435,10.0
614,M,1.2375,0.9625,0.3625,21.64484325,9.42620875,4.4508715,7.1724235,8.0
615,I,1.025,0.7625,0.25,9.8372765,3.61456125,1.99863975,2.67902775,8.0
616,I,1.275,1.0125,0.3,18.86659225,8.845044,3.8838815,5.10291,9.0
617,M,1.375,1.0875,0.3875,27.93843225,13.8062065,5.57067675,7.087375,12.0
618,I,1.05,0.85,0.325,11.89261525,5.10291,2.6365035,3.118445,9.0
619,M,1.5625,1.175,0.4125,32.205032,15.46465225,8.4198015,7.087375,11.0
620,M,1.5125,1.1625,0.375,32.16250775,12.00601325,8.561549,9.07184,13.0
621,I,1.4375,1.125,0.325,21.87163925,10.19164525,4.309124,6.3786375,9.0
622,M,1.3125,1.0,0.3125,19.901349,7.030676,4.5075705,6.6621325,13.0
623,I,0.825,0.625,0.225,6.08096775,2.67902775,1.31825175,1.70097,5.0
624,I,1.325,1.05,0.35,17.463292,8.3631025,3.231843,6.0384435,8.0
625,M,1.25,1.0,0.3625,23.51591025,7.087375,5.23048275,7.654365,16.0
626,F,1.0375,0.8125,0.25,10.432616,4.8477645,1.94194075,3.5436875,9.0
627,M,1.65,1.2625,0.475,38.88133925,14.13222575,7.98038425,11.623295,13.0
